job,seed,policy,bins,unplaced,utilisation,runtimeMs,nfpMs,scoreLoopsMs,apiMs
hard-18,5,contact,4,0,0.4079827622048612,1028.9986520000384,975.7776750000194,3.1282879998907447,0
hard-18,5,ga,3,0,0.5439770162731481,2050.0095989999827,1949.0888699999196,3.8017000001855195,0
hard-19,1,classic,4,0,0.4635165379942529,2369.5039969999925,2290.6807750000153,2.88992799987318,0
hard-19,1,contact,4,0,0.4635165379942529,2319.881732000038,2222.628025000042,7.203637999773491,0
hard-19,1,ga,4,0,0.4635165379942529,2445.0632820000174,2355.856965999992,2.888136999856215,0
hard-19,2,classic,4,0,0.4635165379942529,2493.2644339999533,2314.585164999997,5.40131799998926,0
hard-19,2,contact,4,0,0.4635165379942529,2375.8732099999906,2269.0846690000035,5.093370000016876,0
hard-19,2,ga,4,0,0.4635165379942529,2356.1380069999723,2268.6390409999876,3.1526159999193624,0
hard-19,3,classic,4,0,0.4635165379942529,2336.0151659999974,2263.949438999989,3.4797770000295714,0
hard-19,3,contact,4,0,0.4635165379942529,2381.7320879999897,2279.9575990000158,4.987331999989692,0
hard-19,3,ga,4,0,0.4635165379942529,2292.2260740000056,2213.804342999996,3.0331749997567385,0
hard-19,4,classic,4,0,0.4635165379942529,2302.768784999964,2224.4738829999696,3.027617000043392,0
hard-19,4,contact,4,0,0.4635165379942529,2390.3952109999955,2281.8554850000073,5.433538000041153,0
hard-19,4,ga,4,0,0.4635165379942529,2327.7869819999905,2242.842004999984,6.305638999911025,0
hard-19,5,classic,4,0,0.4635165379942529,2383.4726680000313,2314.3829609999666,2.3406409999588504,0
hard-19,5,contact,4,0,0.4635165379942529,2335.4043649999658,2239.957852999971,7.841095999989193,0
hard-19,5,ga,4,0,0.4635165379942529,2391.618165000051,2314.275345000031,2.6972479998366907,0
hard-20,1,classic,4,0,0.5239135620349907,2533.366253000044,2446.5441139999893,3.545846999855712,0
hard-20,1,contact,4,0,0.5239135620349908,2663.7267160000047,2537.640732,6.370812000124715,0
hard-20,1,ga,4,0,0.5239135620349907,2770.0922400000272,2654.5965469999937,5.845372999843676,0
hard-20,2,classic,4,0,0.5239135620349908,2664.6873930000584,2569.113529000024,3.9173390002688393,0
hard-20,2,contact,4,0,0.5239135620349907,2591.1677790000103,2464.5294560000766,6.258899999782443,0
hard-20,2,ga,4,0,0.5239135620349908,2632.4765289999777,2525.9139740000246,4.39069099992048,0
hard-20,3,classic,4,0,0.5239135620349907,2570.259272999945,2485.4933200000087,4.466613000025973,0
hard-20,3,contact,4,0,0.5239135620349908,2574.0899610000197,2462.3838409999153,5.62090600002557,0
hard-20,3,ga,4,0,0.5239135620349907,2549.250212000101,2443.8432439999888,3.8181999997468665,0
hard-20,4,classic,4,0,0.5239135620349907,2528.881758000003,2437.234509000089,4.598674000240862,0
hard-20,4,contact,4,0,0.5239135620349908,2638.019227999961,2508.40828600002,6.438825999735855,0
hard-20,4,ga,4,0,0.5239135620349907,2662.772815000033,2560.1011520000175,4.562579000019468,0
hard-20,5,classic,4,0,0.5239135620349907,2591.3634259999963,2501.991890999954,3.6324280003318563,0
hard-20,5,contact,4,0,0.5239135620349907,2644.7442949999822,2525.012270999956,6.068731999723241,0
hard-20,5,ga,4,0,0.5239135620349907,2592.387986000045,2493.6169559999835,5.310846000094898,0
